experiment,pioreactor_unit,timestamp,event_name,message,data,timestamp_localtime,hours_since_experiment_created
06_25 Bacillus turbido,P03,2025-06-25T17:30:58.578Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.636000+00:00.,,2025-06-25 19:30:58,7.971666666666667
06_25 Bacillus turbido,P03,2025-06-25T17:31:13.578Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.636000+00:00.,,2025-06-25 19:31:13,7.975833333333333
06_25 Bacillus turbido,P03,2025-06-25T17:31:28.578Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.636000+00:00.,,2025-06-25 19:31:28,7.98
06_25 Bacillus turbido,P03,2025-06-25T17:31:43.578Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.636000+00:00.,,2025-06-25 19:31:43,7.984166666666667
06_25 Bacillus turbido,P03,2025-06-25T17:31:58.578Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.636000+00:00.,,2025-06-25 19:31:58,7.988333333333333
06_25 Bacillus turbido,P03,2025-06-25T17:32:13.578Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.636000+00:00.,,2025-06-25 19:32:13,7.9925
06_25 Bacillus turbido,P03,2025-06-25T17:32:28.580Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.636000+00:00.,,2025-06-25 19:32:28,7.996666666666667
06_25 Bacillus turbido,P03,2025-06-25T17:32:43.578Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.636000+00:00.,,2025-06-25 19:32:43,8.000833333333333
06_25 Bacillus turbido,P03,2025-06-25T17:32:58.581Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.636000+00:00.,,2025-06-25 19:32:58,8.005
06_25 Bacillus turbido,P03,2025-06-25T17:33:13.580Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.636000+00:00.,,2025-06-25 19:33:13,8.009166666666667
06_25 Bacillus turbido,P03,2025-06-25T17:33:28.578Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.636000+00:00.,,2025-06-25 19:33:28,8.013333333333334
06_25 Bacillus turbido,P03,2025-06-25T17:33:43.578Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.636000+00:00.,,2025-06-25 19:33:43,8.0175
06_25 Bacillus turbido,P03,2025-06-25T19:51:26.495Z,DilutionEvent,Latest OD = 0.24 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.2400002088252609, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-25 21:51:26,10.312777777777777
06_25 Bacillus turbido,P03,2025-06-25T19:56:26.118Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18330364037191568, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-25 21:56:26,10.39611111111111
06_25 Bacillus turbido,P03,2025-06-25T20:48:11.134Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18003973799107198, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-25 22:48:11,11.258611111111112
06_25 Bacillus turbido,P03,2025-06-25T21:35:11.119Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18030071439976364, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-25 23:35:11,12.041944444444445
06_25 Bacillus turbido,P03,2025-06-25T22:28:26.180Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.1800924153303533, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 00:28:26,12.929444444444444
06_25 Bacillus turbido,P03,2025-06-25T23:22:56.120Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18019206034679083, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 01:22:56,13.837777777777777
06_25 Bacillus turbido,P03,2025-06-26T00:16:26.147Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18023705544931595, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 02:16:26,14.729444444444445
06_25 Bacillus turbido,P03,2025-06-26T01:19:41.149Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18102952767820057, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 03:19:41,15.783611111111112
06_25 Bacillus turbido,P03,2025-06-26T02:19:11.118Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18022414070726445, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 04:19:11,16.775277777777777
06_25 Bacillus turbido,P03,2025-06-26T03:15:56.166Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18012807231408995, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 05:15:56,17.72111111111111
06_25 Bacillus turbido,P03,2025-06-26T04:04:26.142Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18002993733115996, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 06:04:26,18.529444444444444
06_25 Bacillus turbido,P03,2025-06-26T04:52:56.115Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.1800367289711452, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 06:52:56,19.337777777777777
06_25 Bacillus turbido,P03,2025-06-26T06:04:56.106Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18001178892813458, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 08:04:56,20.537777777777777
06_25 Bacillus turbido,P03,2025-06-26T06:53:11.111Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18069348463562324, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 08:53:11,21.341944444444444
06_25 Bacillus turbido,P03,2025-06-26T08:55:14.826Z,DilutionEvent,Latest OD = 0.23 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.22666827000108156, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 10:55:14,23.37611111111111
06_25 Bacillus turbido,P03,2025-06-26T09:20:29.277Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18032711214412045, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 11:20:29,23.796944444444446
06_25 Bacillus turbido,P03,2025-06-26T10:18:14.279Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18103416957230462, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 12:18:14,24.759444444444444
06_25 Bacillus turbido,P03,2025-06-26T11:08:44.287Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18059153483873602, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 13:08:44,25.601111111111113
06_25 Bacillus turbido,P03,2025-06-26T12:00:14.325Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.1802492488314646, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 14:00:14,26.459444444444443
06_25 Bacillus turbido,P03,2025-06-26T12:55:44.287Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18025282868151438, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 14:55:44,27.384444444444444
06_25 Bacillus turbido,P03,2025-06-26T13:53:44.276Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18029880740235626, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 15:53:44,28.351111111111113
06_25 Bacillus turbido,P05,2025-06-25T17:29:43.568Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.649000+00:00.,,2025-06-25 19:29:43,7.950833333333334
06_25 Bacillus turbido,P05,2025-06-25T17:29:58.562Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.649000+00:00.,,2025-06-25 19:29:58,7.955
06_25 Bacillus turbido,P05,2025-06-25T17:30:13.561Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.649000+00:00.,,2025-06-25 19:30:13,7.9591666666666665
06_25 Bacillus turbido,P05,2025-06-25T17:30:28.564Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.649000+00:00.,,2025-06-25 19:30:28,7.963333333333333
06_25 Bacillus turbido,P05,2025-06-25T17:30:43.564Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.649000+00:00.,,2025-06-25 19:30:43,7.9675
06_25 Bacillus turbido,P05,2025-06-25T17:30:58.562Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.649000+00:00.,,2025-06-25 19:30:58,7.971666666666667
06_25 Bacillus turbido,P05,2025-06-25T17:31:13.564Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.649000+00:00.,,2025-06-25 19:31:13,7.975833333333333
06_25 Bacillus turbido,P05,2025-06-25T17:31:28.562Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.649000+00:00.,,2025-06-25 19:31:28,7.98
06_25 Bacillus turbido,P05,2025-06-25T17:31:43.561Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.649000+00:00.,,2025-06-25 19:31:43,7.984166666666667
06_25 Bacillus turbido,P05,2025-06-25T17:31:58.564Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.649000+00:00.,,2025-06-25 19:31:58,7.988333333333333
06_25 Bacillus turbido,P05,2025-06-25T17:32:13.561Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.649000+00:00.,,2025-06-25 19:32:13,7.9925
06_25 Bacillus turbido,P05,2025-06-25T17:32:28.562Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.649000+00:00.,,2025-06-25 19:32:28,7.996666666666667
06_25 Bacillus turbido,P05,2025-06-25T17:32:43.562Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.649000+00:00.,,2025-06-25 19:32:43,8.000833333333333
06_25 Bacillus turbido,P05,2025-06-25T17:32:58.562Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.649000+00:00.,,2025-06-25 19:32:58,8.005
06_25 Bacillus turbido,P05,2025-06-25T17:33:13.562Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.649000+00:00.,,2025-06-25 19:33:13,8.009166666666667
06_25 Bacillus turbido,P05,2025-06-25T17:33:28.561Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.649000+00:00.,,2025-06-25 19:33:28,8.013333333333334
06_25 Bacillus turbido,P05,2025-06-25T17:33:43.562Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.649000+00:00.,,2025-06-25 19:33:43,8.0175
06_25 Bacillus turbido,P05,2025-06-25T19:51:26.492Z,DilutionEvent,Latest OD = 0.25 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.2480142465425264, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-25 21:51:26,10.312777777777777
06_25 Bacillus turbido,P05,2025-06-25T19:56:26.099Z,DilutionEvent,Latest OD = 0.26 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.26404044631281526, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-25 21:56:26,10.39611111111111
06_25 Bacillus turbido,P05,2025-06-25T20:01:26.103Z,DilutionEvent,Latest OD = 0.38 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.38085279619904283, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-25 22:01:26,10.479444444444445
06_25 Bacillus turbido,P05,2025-06-25T20:07:56.099Z,DilutionEvent,Latest OD = 0.23 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.22649711815499993, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-25 22:07:56,10.587777777777777
06_25 Bacillus turbido,P05,2025-06-25T23:35:41.144Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.1809228387705467, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 01:35:41,14.050277777777778
06_25 Bacillus turbido,P05,2025-06-26T01:55:26.103Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18118926820277081, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 03:55:26,16.379444444444445
06_25 Bacillus turbido,P05,2025-06-26T03:07:26.126Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.1801077900885023, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 05:07:26,17.579444444444444
06_25 Bacillus turbido,P05,2025-06-26T04:01:26.131Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18079510079041783, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 06:01:26,18.479444444444443
06_25 Bacillus turbido,P05,2025-06-26T04:59:11.104Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.1813322214500086, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 06:59:11,19.441944444444445
06_25 Bacillus turbido,P05,2025-06-26T06:10:41.112Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18072501590365586, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 08:10:41,20.63361111111111
06_25 Bacillus turbido,P05,2025-06-26T07:21:50.010Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.16; cycled 6.00 mL,"{""latest_od"": 0.17992179259137203, ""target_od"": 0.16, ""volume"": 6.0}",2025-06-26 09:21:50,21.819444444444443
06_25 Bacillus turbido,P05,2025-06-26T08:55:37.335Z,DilutionEvent,Latest OD = 0.19 ≥ Target OD = 0.13; cycled 6.00 mL,"{""latest_od"": 0.18718688037005754, ""target_od"": 0.13, ""volume"": 6.0}",2025-06-26 10:55:37,23.3825
06_25 Bacillus turbido,P05,2025-06-26T09:00:36.766Z,DilutionEvent,Latest OD = 0.14 ≥ Target OD = 0.13; cycled 6.00 mL,"{""latest_od"": 0.13891226895079387, ""target_od"": 0.13, ""volume"": 6.0}",2025-06-26 11:00:36,23.465555555555557
06_25 Bacillus turbido,P05,2025-06-26T09:47:06.762Z,DilutionEvent,Latest OD = 0.13 ≥ Target OD = 0.13; cycled 6.00 mL,"{""latest_od"": 0.13029319195291023, ""target_od"": 0.13, ""volume"": 6.0}",2025-06-26 11:47:06,24.240555555555556
06_25 Bacillus turbido,P05,2025-06-26T10:37:21.761Z,DilutionEvent,Latest OD = 0.13 ≥ Target OD = 0.13; cycled 6.00 mL,"{""latest_od"": 0.13007248292564283, ""target_od"": 0.13, ""volume"": 6.0}",2025-06-26 12:37:21,25.078055555555554
06_25 Bacillus turbido,P05,2025-06-26T11:28:51.776Z,DilutionEvent,Latest OD = 0.13 ≥ Target OD = 0.13; cycled 6.00 mL,"{""latest_od"": 0.13030266108898697, ""target_od"": 0.13, ""volume"": 6.0}",2025-06-26 13:28:51,25.93638888888889
06_25 Bacillus turbido,P05,2025-06-26T12:21:21.779Z,DilutionEvent,Latest OD = 0.13 ≥ Target OD = 0.13; cycled 6.00 mL,"{""latest_od"": 0.1302570609143749, ""target_od"": 0.13, ""volume"": 6.0}",2025-06-26 14:21:21,26.81138888888889
06_25 Bacillus turbido,P05,2025-06-26T13:13:36.779Z,DilutionEvent,Latest OD = 0.13 ≥ Target OD = 0.13; cycled 6.00 mL,"{""latest_od"": 0.13012829637750667, ""target_od"": 0.13, ""volume"": 6.0}",2025-06-26 15:13:36,27.682222222222222
06_25 Bacillus turbido,P05,2025-06-26T14:06:51.764Z,DilutionEvent,Latest OD = 0.13 ≥ Target OD = 0.13; cycled 6.00 mL,"{""latest_od"": 0.13047464334225256, ""target_od"": 0.13, ""volume"": 6.0}",2025-06-26 16:06:51,28.56972222222222
06_25 Bacillus turbido,P09,2025-06-25T19:54:41.754Z,DilutionEvent,Latest OD = 0.08 ≥ Target OD = 0.07; cycled 6.00 mL,"{""latest_od"": 0.08306740559532125, ""target_od"": 0.075, ""volume"": 6.0}",2025-06-25 21:54:41,10.366944444444444
06_25 Bacillus turbido,P09,2025-06-25T19:59:41.226Z,DilutionEvent,Latest OD = 0.25 ≥ Target OD = 0.07; cycled 6.00 mL,"{""latest_od"": 0.25040854074508834, ""target_od"": 0.075, ""volume"": 6.0}",2025-06-25 21:59:41,10.450277777777778
06_25 Bacillus turbido,P09,2025-06-25T20:07:41.222Z,DilutionEvent,Latest OD = 0.08 ≥ Target OD = 0.07; cycled 6.00 mL,"{""latest_od"": 0.07551350791201888, ""target_od"": 0.075, ""volume"": 6.0}",2025-06-25 22:07:41,10.58361111111111
06_25 Bacillus turbido,P09,2025-06-26T07:00:48.814Z,DilutionEvent,Latest OD = 0.16 ≥ Target OD = 0.10; cycled 6.00 mL,"{""latest_od"": 0.16497314627967846, ""target_od"": 0.1, ""volume"": 6.0}",2025-06-26 09:00:48,21.468888888888888
06_25 Bacillus turbido,P09,2025-06-26T07:05:48.447Z,DilutionEvent,Latest OD = 0.10 ≥ Target OD = 0.10; cycled 6.00 mL,"{""latest_od"": 0.10172741641394896, ""target_od"": 0.1, ""volume"": 6.0}",2025-06-26 09:05:48,21.552222222222223
06_25 Bacillus turbido,P09,2025-06-26T11:11:24.376Z,DilutionEvent,Latest OD = 0.13 ≥ Target OD = 0.13; cycled 6.00 mL,"{""latest_od"": 0.13046909355531616, ""target_od"": 0.13, ""volume"": 6.0}",2025-06-26 13:11:24,25.645555555555557
06_25 Bacillus turbido,P09,2025-06-26T13:59:38.980Z,DilutionEvent,Latest OD = 0.13 ≥ Target OD = 0.13; cycled 6.00 mL,"{""latest_od"": 0.13013892111914455, ""target_od"": 0.13, ""volume"": 6.0}",2025-06-26 15:59:38,28.449444444444445
06_25 Bacillus turbido,P11,2025-06-25T17:29:43.582Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.711000+00:00.,,2025-06-25 19:29:43,7.950833333333334
06_25 Bacillus turbido,P11,2025-06-25T17:29:58.574Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.711000+00:00.,,2025-06-25 19:29:58,7.955
06_25 Bacillus turbido,P11,2025-06-25T17:30:13.574Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.711000+00:00.,,2025-06-25 19:30:13,7.9591666666666665
06_25 Bacillus turbido,P11,2025-06-25T17:30:28.574Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.711000+00:00.,,2025-06-25 19:30:28,7.963333333333333
06_25 Bacillus turbido,P11,2025-06-25T17:30:43.574Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.711000+00:00.,,2025-06-25 19:30:43,7.9675
06_25 Bacillus turbido,P11,2025-06-25T17:30:58.574Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.711000+00:00.,,2025-06-25 19:30:58,7.971666666666667
06_25 Bacillus turbido,P11,2025-06-25T17:31:13.574Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.711000+00:00.,,2025-06-25 19:31:13,7.975833333333333
06_25 Bacillus turbido,P11,2025-06-25T17:31:28.574Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.711000+00:00.,,2025-06-25 19:31:28,7.98
06_25 Bacillus turbido,P11,2025-06-25T17:31:43.573Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.711000+00:00.,,2025-06-25 19:31:43,7.984166666666667
06_25 Bacillus turbido,P11,2025-06-25T17:31:58.574Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.711000+00:00.,,2025-06-25 19:31:58,7.988333333333333
06_25 Bacillus turbido,P11,2025-06-25T17:32:13.574Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.711000+00:00.,,2025-06-25 19:32:13,7.9925
06_25 Bacillus turbido,P11,2025-06-25T17:32:28.574Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.711000+00:00.,,2025-06-25 19:32:28,7.996666666666667
06_25 Bacillus turbido,P11,2025-06-25T17:32:43.575Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.711000+00:00.,,2025-06-25 19:32:43,8.000833333333333
06_25 Bacillus turbido,P11,2025-06-25T17:32:58.573Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.711000+00:00.,,2025-06-25 19:32:58,8.005
06_25 Bacillus turbido,P11,2025-06-25T17:33:13.574Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.711000+00:00.,,2025-06-25 19:33:13,8.009166666666667
06_25 Bacillus turbido,P11,2025-06-25T17:33:28.574Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.711000+00:00.,,2025-06-25 19:33:28,8.013333333333334
06_25 Bacillus turbido,P11,2025-06-25T17:33:43.574Z,ErrorOccurred,readings are too stale (over 5 minutes old) - is `od_reading` running?. Last reading occurred at 2025-06-25 17:24:41.711000+00:00.,,2025-06-25 19:33:43,8.0175
06_25 Bacillus turbido,P11,2025-06-25T19:51:26.648Z,DilutionEvent,Latest OD = 0.20 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.20305163823495861, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-25 21:51:26,10.312777777777777
06_25 Bacillus turbido,P11,2025-06-25T20:27:26.287Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18121678058140545, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-25 22:27:26,10.912777777777778
06_25 Bacillus turbido,P11,2025-06-25T21:24:41.300Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.1844476433612816, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-25 23:24:41,11.866944444444444
06_25 Bacillus turbido,P11,2025-06-25T22:18:26.277Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18070781366292754, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 00:18:26,12.762777777777778
06_25 Bacillus turbido,P11,2025-06-25T23:12:41.337Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18003885658845298, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 01:12:41,13.666944444444445
06_25 Bacillus turbido,P11,2025-06-26T00:15:56.307Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.1805027288673085, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 02:15:56,14.721111111111112
06_25 Bacillus turbido,P11,2025-06-26T01:13:56.290Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18161052575076925, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 03:13:56,15.687777777777777
06_25 Bacillus turbido,P11,2025-06-26T02:05:26.274Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18092155944620897, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 04:05:26,16.54611111111111
06_25 Bacillus turbido,P11,2025-06-26T03:03:11.261Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18016352501379923, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 05:03:11,17.50861111111111
06_25 Bacillus turbido,P11,2025-06-26T03:50:11.290Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.1804237211791826, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 05:50:11,18.291944444444443
06_25 Bacillus turbido,P11,2025-06-26T04:23:11.313Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18022740072855337, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 06:23:11,18.841944444444444
06_25 Bacillus turbido,P11,2025-06-26T05:04:56.282Z,DilutionEvent,Latest OD = 0.18 ≥ Target OD = 0.18; cycled 6.00 mL,"{""latest_od"": 0.18014534703444307, ""target_od"": 0.18, ""volume"": 6.0}",2025-06-26 07:04:56,19.537777777777777
